"group","state","k","x","value","grouplab"
"623","Cluster 4",">50%-75%","10","11",0.485027726432532,"Cluster 4 (n=2826)"
"624","Cluster 4",">50%-75%","11","12",0.481727574750831,"Cluster 4 (n=2826)"
"625","Cluster 4",">50%-75%","12","13",0.490159673226885,"Cluster 4 (n=2826)"
"626","Cluster 4",">50%-75%","13","14",0.487913722573447,"Cluster 4 (n=2826)"
"627","Cluster 4",">50%-75%","14","15",0.495512341062079,"Cluster 4 (n=2826)"
"628","Cluster 4",">50%-75%","15","16",0.504315196998124,"Cluster 4 (n=2826)"
"629","Cluster 4",">50%-75%","16","17",0.489528795811518,"Cluster 4 (n=2826)"
"630","Cluster 4",">50%-75%","17","18",0.476154712730004,"Cluster 4 (n=2826)"
"631","Cluster 4",">50%-75%","18","19",0.485984848484848,"Cluster 4 (n=2826)"
"632","Cluster 4",">50%-75%","19","20",0.480863963622584,"Cluster 4 (n=2826)"
"633","Cluster 4",">50%-75%","20","21",0.471504559270517,"Cluster 4 (n=2826)"
"634","Cluster 4",">50%-75%","21","22",0.464767038891028,"Cluster 4 (n=2826)"
"635","Cluster 4",">50%-75%","22","23",0.468275593616193,"Cluster 4 (n=2826)"
"636","Cluster 4",">50%-75%","23","24",0.459448818897638,"Cluster 4 (n=2826)"
"637","Cluster 4",">50%-75%","24","25",0.444267515923567,"Cluster 4 (n=2826)"
"638","Cluster 4",">50%-75%","25","26",0.442160419185812,"Cluster 4 (n=2826)"
"639","Cluster 4",">50%-75%","26","27",0.422982885085575,"Cluster 4 (n=2826)"
"640","Cluster 4",">50%-75%","27","28",0.42233209723939,"Cluster 4 (n=2826)"
"641","Cluster 4",">50%-75%","28","29",0.425177157148812,"Cluster 4 (n=2826)"
"642","Cluster 4",">50%-75%","29","30",0.431063829787234,"Cluster 4 (n=2826)"
"643","Cluster 4",">50%-75%","30","31",0.435652173913044,"Cluster 4 (n=2826)"
"644","Cluster 4",">50%-75%","31","32",0.422478898267437,"Cluster 4 (n=2826)"
"645","Cluster 4",">50%-75%","32","33",0.414733969986357,"Cluster 4 (n=2826)"
"646","Cluster 4",">50%-75%","33","34",0.397189695550351,"Cluster 4 (n=2826)"
"647","Cluster 4",">50%-75%","34","35",0.386815317498788,"Cluster 4 (n=2826)"
"648","Cluster 4",">50%-75%","35","36",0.37153134635149,"Cluster 4 (n=2826)"
"649","Cluster 4",">25%-50%","0","1",0.120769230769231,"Cluster 4 (n=2826)"
"650","Cluster 4",">25%-50%","1","2",0.142857142857143,"Cluster 4 (n=2826)"
"651","Cluster 4",">25%-50%","2","3",0.154909090909091,"Cluster 4 (n=2826)"
"652","Cluster 4",">25%-50%","3","4",0.184258251722887,"Cluster 4 (n=2826)"
"653","Cluster 4",">25%-50%","4","5",0.193759071117562,"Cluster 4 (n=2826)"
"654","Cluster 4",">25%-50%","5","6",0.198840999637812,"Cluster 4 (n=2826)"
"655","Cluster 4",">25%-50%","6","7",0.210832424572883,"Cluster 4 (n=2826)"
"656","Cluster 4",">25%-50%","7","8",0.213556851311953,"Cluster 4 (n=2826)"
"657","Cluster 4",">25%-50%","8","9",0.216623758734829,"Cluster 4 (n=2826)"
"658","Cluster 4",">25%-50%","9","10",0.221523668639053,"Cluster 4 (n=2826)"
"659","Cluster 4",">25%-50%","10","11",0.226247689463956,"Cluster 4 (n=2826)"
"660","Cluster 4",">25%-50%","11","12",0.242524916943522,"Cluster 4 (n=2826)"
"661","Cluster 4",">25%-50%","12","13",0.256591162272558,"Cluster 4 (n=2826)"
"662","Cluster 4",">25%-50%","13","14",0.271476385273336,"Cluster 4 (n=2826)"
"663","Cluster 4",">25%-50%","14","15",0.270381451009723,"Cluster 4 (n=2826)"
"664","Cluster 4",">25%-50%","15","16",0.281050656660413,"Cluster 4 (n=2826)"
"665","Cluster 4",">25%-50%","16","17",0.288706058339566,"Cluster 4 (n=2826)"
"666","Cluster 4",">25%-50%","17","18",0.307172361997747,"Cluster 4 (n=2826)"
"667","Cluster 4",">25%-50%","18","19",0.308333333333333,"Cluster 4 (n=2826)"
"668","Cluster 4",">25%-50%","19","20",0.298219022356953,"Cluster 4 (n=2826)"
"669","Cluster 4",">25%-50%","20","21",0.304711246200608,"Cluster 4 (n=2826)"
"670","Cluster 4",">25%-50%","21","22",0.315748941085868,"Cluster 4 (n=2826)"
"671","Cluster 4",">25%-50%","22","23",0.310237446477229,"Cluster 4 (n=2826)"
"672","Cluster 4",">25%-50%","23","24",0.310629921259843,"Cluster 4 (n=2826)"
"673","Cluster 4",">25%-50%","24","25",0.306528662420382,"Cluster 4 (n=2826)"
"674","Cluster 4",">25%-50%","25","26",0.309149536477227,"Cluster 4 (n=2826)"
"675","Cluster 4",">25%-50%","26","27",0.311328443357783,"Cluster 4 (n=2826)"
"676","Cluster 4",">25%-50%","27","28",0.319324268644417,"Cluster 4 (n=2826)"
"677","Cluster 4",">25%-50%","28","29",0.319716548561901,"Cluster 4 (n=2826)"
"678","Cluster 4",">25%-50%","29","30",0.31531914893617,"Cluster 4 (n=2826)"
"679","Cluster 4",">25%-50%","30","31",0.325652173913043,"Cluster 4 (n=2826)"
"680","Cluster 4",">25%-50%","31","32",0.31274988893825,"Cluster 4 (n=2826)"
"681","Cluster 4",">25%-50%","32","33",0.312869486130059,"Cluster 4 (n=2826)"
"682","Cluster 4",">25%-50%","33","34",0.311475409836066,"Cluster 4 (n=2826)"
"683","Cluster 4",">25%-50%","34","35",0.299079011148812,"Cluster 4 (n=2826)"
"684","Cluster 4",">25%-50%","35","36",0.306783144912641,"Cluster 4 (n=2826)"
"685","Cluster 4",">75%-100%","0","1",0.0923076923076923,"Cluster 4 (n=2826)"
"686","Cluster 4",">75%-100%","1","2",0.100515463917526,"Cluster 4 (n=2826)"
"687","Cluster 4",">75%-100%","2","3",0.108727272727273,"Cluster 4 (n=2826)"
"688","Cluster 4",">75%-100%","3","4",0.11316648531012,"Cluster 4 (n=2826)"
"689","Cluster 4",">75%-100%","4","5",0.113933236574746,"Cluster 4 (n=2826)"
"690","Cluster 4",">75%-100%","5","6",0.112640347700109,"Cluster 4 (n=2826)"
"691","Cluster 4",">75%-100%","6","7",0.112686295892403,"Cluster 4 (n=2826)"
"692","Cluster 4",">75%-100%","7","8",0.10969387755102,"Cluster 4 (n=2826)"
"693","Cluster 4",">75%-100%","8","9",0.105921294593601,"Cluster 4 (n=2826)"
"694","Cluster 4",">75%-100%","9","10",0.107248520710059,"Cluster 4 (n=2826)"
"695","Cluster 4",">75%-100%","10","11",0.100924214417745,"Cluster 4 (n=2826)"
"696","Cluster 4",">75%-100%","11","12",0.10594315245478,"Cluster 4 (n=2826)"
"697","Cluster 4",">75%-100%","12","13",0.0969179353880431,"Cluster 4 (n=2826)"
"698","Cluster 4",">75%-100%","13","14",0.0903681666046858,"Cluster 4 (n=2826)"
"699","Cluster 4",">75%-100%","14","15",0.0897531787584144,"Cluster 4 (n=2826)"
"700","Cluster 4",">75%-100%","15","16",0.0848030018761726,"Cluster 4 (n=2826)"
"701","Cluster 4",">75%-100%","16","17",0.0953627524308153,"Cluster 4 (n=2826)"
"702","Cluster 4",">75%-100%","17","18",0.095381149079985,"Cluster 4 (n=2826)"
"703","Cluster 4",">75%-100%","18","19",0.0848484848484849,"Cluster 4 (n=2826)"
"704","Cluster 4",">75%-100%","19","20",0.0905646078059871,"Cluster 4 (n=2826)"
"705","Cluster 4",">75%-100%","20","21",0.0885258358662614,"Cluster 4 (n=2826)"
"706","Cluster 4",">75%-100%","21","22",0.0808625336927224,"Cluster 4 (n=2826)"
"707","Cluster 4",">75%-100%","22","23",0.0813546126897626,"Cluster 4 (n=2826)"
"708","Cluster 4",">75%-100%","23","24",0.0803149606299213,"Cluster 4 (n=2826)"
"709","Cluster 4",">75%-100%","24","25",0.0835987261146497,"Cluster 4 (n=2826)"
"710","Cluster 4",">75%-100%","25","26",0.0798065296251512,"Cluster 4 (n=2826)"
"711","Cluster 4",">75%-100%","26","27",0.0884270578647107,"Cluster 4 (n=2826)"
"712","Cluster 4",">75%-100%","27","28",0.07704985578904,"Cluster 4 (n=2826)"
"713","Cluster 4",">75%-100%","28","29",0.0712796998749479,"Cluster 4 (n=2826)"
"714","Cluster 4",">75%-100%","29","30",0.0663829787234042,"Cluster 4 (n=2826)"
"715","Cluster 4",">75%-100%","30","31",0.0578260869565217,"Cluster 4 (n=2826)"
"716","Cluster 4",">75%-100%","31","32",0.0590848511772546,"Cluster 4 (n=2826)"
"717","Cluster 4",">75%-100%","32","33",0.0559345156889495,"Cluster 4 (n=2826)"
"718","Cluster 4",">75%-100%","33","34",0.0599531615925059,"Cluster 4 (n=2826)"
"719","Cluster 4",">75%-100%","34","35",0.0605913717886573,"Cluster 4 (n=2826)"
"720","Cluster 4",">75%-100%","35","36",0.0575539568345324,"Cluster 4 (n=2826)"
